time,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_max,location
2024-05-18,44.2,26.7,0.0,30.0,37,Anand_Vihar
2024-05-19,45.0,28.1,0.0,27.0,26,Anand_Vihar
2024-05-20,44.1,28.7,0.0,23.3,31,Anand_Vihar
2024-05-21,42.7,28.8,0.0,20.8,45,Anand_Vihar
2024-05-22,42.1,29.7,0.2,24.5,49,Anand_Vihar
2024-05-23,41.6,30.5,0.1,22.9,52,Anand_Vihar
2024-05-24,40.7,30.5,0.0,20.6,52,Anand_Vihar
2024-05-25,44.5,30.3,0.0,22.6,49,Anand_Vihar
2024-05-26,45.9,28.8,0.0,25.3,29,Anand_Vihar
2024-05-27,45.9,29.1,0.0,22.4,37,Anand_Vihar
2024-05-28,45.8,28.3,0.0,21.7,28,Anand_Vihar
2024-05-29,45.6,30.2,0.0,15.8,30,Anand_Vihar
2024-05-30,46.1,32.4,0.0,24.6,34,Anand_Vihar
2024-05-31,45.9,29.3,0.0,20.7,37,Anand_Vihar
2024-06-01,44.5,30.7,0.0,27.4,30,Anand_Vihar
2024-06-02,41.9,31.6,0.0,19.8,43,Anand_Vihar
2024-06-03,44.4,29.7,0.0,18.1,46,Anand_Vihar
2024-06-04,43.3,30.4,0.0,23.6,30,Anand_Vihar
2024-06-05,42.2,30.3,0.0,28.3,36,Anand_Vihar
2024-06-06,41.1,27.7,0.0,21.4,53,Anand_Vihar
2024-06-07,42.4,28.9,0.0,25.1,46,Anand_Vihar
2024-06-08,40.2,28.4,0.0,26.6,42,Anand_Vihar
2024-06-09,42.1,28.0,0.0,20.0,40,Anand_Vihar
2024-06-10,42.9,27.5,0.0,21.9,30,Anand_Vihar
2024-06-11,43.2,28.2,0.0,18.6,34,Anand_Vihar
2024-06-12,44.2,28.0,0.0,18.0,29,Anand_Vihar
2024-06-13,44.8,29.4,0.0,28.3,36,Anand_Vihar
2024-06-14,43.3,33.2,0.0,30.5,35,Anand_Vihar
2024-06-15,43.5,32.4,0.0,28.1,39,Anand_Vihar
2024-06-16,44.3,32.7,0.0,26.2,38,Anand_Vihar
2024-06-17,44.2,34.1,0.0,27.6,36,Anand_Vihar
2024-06-18,44.2,34.4,0.0,30.8,35,Anand_Vihar
2024-06-19,41.1,33.8,1.7,34.0,50,Anand_Vihar
2024-06-20,38.7,25.7,2.1,14.3,87,Anand_Vihar
2024-06-21,37.3,25.2,6.1,27.7,82,Anand_Vihar
2024-06-22,38.4,29.8,0.0,9.9,66,Anand_Vihar
2024-06-23,39.3,30.1,0.0,16.6,68,Anand_Vihar
2024-06-24,39.7,30.5,0.7,14.4,66,Anand_Vihar
2024-06-25,36.9,29.6,2.6,14.0,78,Anand_Vihar
2024-06-26,34.3,26.7,15.1,18.6,90,Anand_Vihar
2024-06-27,30.7,25.8,12.8,20.0,95,Anand_Vihar
2024-06-28,30.8,25.6,28.6,15.8,96,Anand_Vihar
2024-06-29,33.1,26.5,7.0,11.4,93,Anand_Vihar
2024-06-30,34.9,26.6,8.2,16.1,96,Anand_Vihar
